treat,age,educ,black,hispanic,married,nodegree,re74,re75,re78
0.0,25.0,12.0,1.0,0.0,1.0,0.0,9326,0,0
0.0,39.0,12.0,0.0,0.0,1.0,0.0,25521,18451,24213
0.0,24.0,7.0,0.0,0.0,1.0,1.0,9702,9435,15232
0.0,50.0,4.0,1.0,0.0,0.0,1.0,22300,18317,13396
0.0,43.0,12.0,0.0,0.0,1.0,0.0,24924,17687,22043
0.0,38.0,16.0,0.0,0.0,1.0,0.0,0,0,4473
0.0,34.0,12.0,0.0,0.0,1.0,0.0,24579,24280,25565
0.0,31.0,12.0,0.0,0.0,1.0,0.0,18974,19425,0
0.0,52.0,14.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,54.0,6.0,1.0,0.0,0.0,1.0,9500,8706,4723
0.0,28.0,16.0,0.0,0.0,1.0,0.0,8921,16698,20360
0.0,31.0,12.0,0.0,0.0,1.0,0.0,12114,8456,19419
0.0,26.0,9.0,0.0,0.0,1.0,1.0,13787,8841,6399
0.0,37.0,9.0,1.0,0.0,1.0,1.0,14146,15554,15447
0.0,23.0,12.0,0.0,0.0,1.0,0.0,23960,25244,23661
0.0,20.0,10.0,0.0,0.0,1.0,1.0,2187,820,12147
0.0,47.0,8.0,0.0,0.0,1.0,1.0,0,0,0
0.0,22.0,12.0,0.0,0.0,1.0,0.0,0,0,0
0.0,36.0,10.0,0.0,0.0,1.0,1.0,4785,3257,3495
0.0,35.0,12.0,0.0,0.0,1.0,0.0,11961,12303,12555
0.0,29.0,12.0,1.0,0.0,1.0,0.0,22694,16594,23747
0.0,34.0,11.0,1.0,0.0,1.0,1.0,15253,10935,15962
0.0,36.0,8.0,1.0,0.0,1.0,1.0,0,5482,8002
0.0,16.0,9.0,1.0,0.0,0.0,1.0,0,278,3984
0.0,36.0,16.0,0.0,0.0,1.0,0.0,24291,25244,25565
0.0,19.0,10.0,1.0,0.0,1.0,1.0,3521,5987,19490
0.0,26.0,12.0,0.0,1.0,1.0,0.0,0,0,0
0.0,37.0,12.0,0.0,0.0,1.0,0.0,0,0,0
0.0,30.0,12.0,0.0,0.0,1.0,0.0,0,4175,127
0.0,51.0,12.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,18.0,11.0,0.0,0.0,0.0,1.0,0,0,5998
0.0,31.0,12.0,0.0,0.0,1.0,0.0,19606,17269,25565
0.0,47.0,2.0,0.0,0.0,1.0,1.0,10580,25244,10643
0.0,24.0,10.0,0.0,0.0,1.0,1.0,12859,14298,8772
0.0,28.0,14.0,0.0,0.0,1.0,0.0,15798,15934,1562
0.0,51.0,16.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,16.0,9.0,0.0,0.0,0.0,1.0,0,0,4974
0.0,42.0,12.0,0.0,0.0,1.0,0.0,25862,25244,24681
0.0,26.0,16.0,0.0,0.0,1.0,0.0,22099,21937,25565
0.0,51.0,11.0,0.0,0.0,1.0,1.0,11093,4667,0
0.0,32.0,12.0,0.0,0.0,1.0,0.0,24175,24105,25565
0.0,49.0,12.0,0.0,0.0,0.0,0.0,7559,11779,0
0.0,39.0,5.0,0.0,0.0,1.0,1.0,13082,1434,18324
0.0,31.0,12.0,0.0,0.0,1.0,0.0,23707,14962,21121
0.0,25.0,14.0,0.0,0.0,1.0,0.0,16852,14448,18243
0.0,45.0,14.0,0.0,0.0,1.0,0.0,14307,13827,8509
0.0,20.0,9.0,0.0,0.0,1.0,1.0,16522,15676,17122
0.0,19.0,8.0,1.0,0.0,0.0,1.0,1932,1554,8572
0.0,17.0,9.0,1.0,0.0,0.0,1.0,0,981,8900
0.0,34.0,15.0,0.0,0.0,1.0,0.0,25378,25244,25565
0.0,39.0,18.0,0.0,0.0,1.0,0.0,24085,24221,25565
0.0,52.0,13.0,0.0,0.0,0.0,0.0,25862,25244,25565
0.0,32.0,14.0,0.0,0.0,1.0,0.0,16344,18064,19695
0.0,49.0,10.0,0.0,0.0,1.0,1.0,2147,12885,8584
0.0,26.0,16.0,0.0,0.0,1.0,0.0,21936,23043,17394
0.0,34.0,12.0,0.0,0.0,1.0,0.0,12490,11637,9044
0.0,31.0,5.0,0.0,1.0,1.0,1.0,7651,8459,12051
0.0,53.0,11.0,0.0,0.0,1.0,1.0,15780,17393,19332
0.0,43.0,8.0,1.0,0.0,0.0,1.0,20106,15271,25565
0.0,29.0,12.0,0.0,0.0,1.0,0.0,25862,24927,2919
0.0,29.0,12.0,0.0,0.0,1.0,0.0,22271,22062,10421
0.0,32.0,18.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,36.0,17.0,0.0,0.0,1.0,0.0,24898,25244,25565
0.0,17.0,11.0,0.0,0.0,0.0,1.0,713,1774,2301
0.0,53.0,16.0,0.0,0.0,1.0,0.0,25862,0,8828
0.0,44.0,18.0,0.0,0.0,1.0,0.0,20514,24212,25565
0.0,45.0,12.0,0.0,0.0,1.0,0.0,25862,25244,20945
0.0,47.0,10.0,0.0,0.0,1.0,1.0,25862,25244,20808
0.0,39.0,12.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,25.0,14.0,0.0,0.0,1.0,0.0,4436,11193,8286
0.0,20.0,12.0,0.0,0.0,1.0,0.0,18276,13008,0
0.0,23.0,12.0,0.0,0.0,0.0,0.0,0,0,8305
0.0,33.0,18.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,29.0,15.0,0.0,0.0,1.0,0.0,0,0,0
0.0,28.0,12.0,0.0,0.0,1.0,0.0,25862,21942,25565
0.0,42.0,11.0,0.0,0.0,1.0,1.0,21787,14265,15491
0.0,30.0,16.0,0.0,0.0,1.0,0.0,3987,4612,5844
0.0,45.0,9.0,0.0,0.0,1.0,1.0,21991,23532,24341
0.0,27.0,16.0,0.0,0.0,1.0,0.0,21738,24248,25565
0.0,31.0,17.0,0.0,0.0,1.0,0.0,19985,21999,25565
0.0,29.0,14.0,0.0,0.0,1.0,0.0,8740,18575,21038
0.0,27.0,12.0,0.0,0.0,1.0,0.0,12908,16596,10408
0.0,31.0,13.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,26.0,16.0,0.0,0.0,0.0,0.0,16221,6784,66
0.0,28.0,12.0,0.0,0.0,1.0,0.0,0,5178,22779
0.0,53.0,9.0,0.0,0.0,1.0,1.0,20839,20990,21192
0.0,22.0,16.0,0.0,0.0,0.0,0.0,4975,7281,9254
0.0,40.0,9.0,0.0,1.0,1.0,1.0,17404,17509,5980
0.0,37.0,14.0,0.0,0.0,1.0,0.0,18501,2639,13430
0.0,44.0,12.0,0.0,0.0,1.0,0.0,25862,25244,21567
0.0,47.0,12.0,0.0,0.0,1.0,0.0,25862,25244,0
0.0,18.0,11.0,0.0,0.0,0.0,1.0,2578,3754,938
0.0,42.0,8.0,0.0,0.0,0.0,1.0,17925,301,14117
0.0,42.0,10.0,0.0,0.0,1.0,1.0,25218,23543,25565
0.0,39.0,12.0,0.0,0.0,1.0,0.0,18770,19618,25565
0.0,21.0,12.0,0.0,0.0,0.0,0.0,2404,7013,59
0.0,32.0,17.0,0.0,0.0,1.0,0.0,0,0,0
0.0,17.0,11.0,0.0,0.0,0.0,1.0,1019,1242,0
0.0,25.0,12.0,0.0,0.0,1.0,0.0,21139,19805,12929
0.0,29.0,10.0,0.0,0.0,0.0,1.0,8209,15218,11305
0.0,28.0,16.0,0.0,0.0,0.0,0.0,0,0,0
0.0,47.0,14.0,0.0,0.0,0.0,0.0,25862,25244,23053
0.0,23.0,16.0,0.0,0.0,0.0,0.0,1405,603,2404
0.0,39.0,17.0,0.0,0.0,1.0,0.0,22238,24796,15008
0.0,52.0,6.0,0.0,1.0,0.0,1.0,18049,13692,17836
0.0,26.0,12.0,0.0,0.0,1.0,0.0,22449,25244,25565
0.0,31.0,15.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,46.0,11.0,0.0,0.0,1.0,1.0,14602,6909,3505
0.0,35.0,18.0,0.0,0.0,1.0,0.0,11303,25244,0
0.0,44.0,14.0,1.0,0.0,1.0,0.0,0,0,0
0.0,22.0,14.0,1.0,0.0,1.0,0.0,748,11105,18209
0.0,30.0,10.0,0.0,0.0,1.0,1.0,0,0,3152
0.0,55.0,5.0,0.0,1.0,0.0,1.0,14885,13107,0
0.0,27.0,12.0,0.0,0.0,1.0,0.0,14622,14332,20205
0.0,27.0,16.0,0.0,0.0,1.0,0.0,0,10139,0
0.0,51.0,12.0,0.0,0.0,1.0,0.0,24687,25244,25565
0.0,33.0,18.0,0.0,0.0,0.0,0.0,15155,22687,25565
0.0,37.0,13.0,0.0,0.0,1.0,0.0,21865,23412,0
0.0,30.0,12.0,0.0,0.0,1.0,0.0,25862,24005,25565
0.0,50.0,8.0,0.0,0.0,1.0,1.0,21060,20836,22187
0.0,31.0,11.0,0.0,0.0,0.0,1.0,25862,25244,25565
0.0,29.0,17.0,0.0,0.0,1.0,0.0,14097,8556,0
0.0,55.0,12.0,0.0,0.0,1.0,0.0,9796,12801,14777
0.0,20.0,13.0,0.0,0.0,0.0,0.0,649,0,6834
0.0,21.0,14.0,0.0,0.0,0.0,0.0,0,0,0
0.0,52.0,12.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,45.0,12.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,29.0,16.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,31.0,17.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,34.0,17.0,0.0,0.0,1.0,0.0,25666,25244,25565
0.0,25.0,12.0,0.0,0.0,1.0,0.0,15882,16589,22377
0.0,34.0,8.0,0.0,0.0,1.0,1.0,24164,19054,21542
0.0,55.0,12.0,0.0,0.0,1.0,0.0,25862,18942,22853
0.0,41.0,12.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,37.0,12.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,22.0,12.0,0.0,0.0,0.0,0.0,5445,5899,9703
0.0,39.0,18.0,0.0,0.0,0.0,0.0,24330,24076,25149
0.0,37.0,12.0,0.0,0.0,1.0,0.0,22686,19361,22012
0.0,39.0,12.0,0.0,0.0,1.0,0.0,18055,20965,17538
0.0,54.0,9.0,0.0,0.0,1.0,1.0,25862,23165,20996
0.0,32.0,18.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,50.0,12.0,0.0,0.0,1.0,0.0,23086,24441,25565
0.0,40.0,16.0,0.0,0.0,1.0,0.0,25862,25244,18868
0.0,24.0,13.0,0.0,0.0,1.0,0.0,19089,19250,22591
0.0,29.0,18.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,29.0,17.0,0.0,1.0,1.0,0.0,23213,25244,25565
0.0,30.0,15.0,0.0,0.0,1.0,0.0,20406,23919,24839
0.0,31.0,12.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,52.0,9.0,0.0,0.0,1.0,1.0,0,0,0
0.0,44.0,9.0,1.0,0.0,0.0,1.0,16178,8082,5614
0.0,28.0,12.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,42.0,12.0,0.0,0.0,1.0,0.0,22945,22245,24547
0.0,24.0,13.0,0.0,0.0,1.0,0.0,22684,23283,25565
0.0,47.0,9.0,0.0,0.0,1.0,1.0,25862,25244,17581
0.0,29.0,18.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,51.0,12.0,0.0,0.0,1.0,0.0,25862,25244,19284
0.0,25.0,12.0,0.0,0.0,1.0,0.0,11985,15746,14554
0.0,43.0,12.0,0.0,0.0,1.0,0.0,13321,0,16861
0.0,37.0,10.0,0.0,0.0,1.0,1.0,25862,7915,25565
0.0,33.0,13.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,55.0,16.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,19.0,13.0,0.0,0.0,0.0,0.0,3327,1652,3198
0.0,50.0,12.0,0.0,0.0,1.0,0.0,24669,24551,25565
0.0,51.0,18.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,33.0,16.0,0.0,0.0,1.0,0.0,22028,21656,25278
0.0,28.0,13.0,0.0,0.0,1.0,0.0,13107,14065,19550
0.0,38.0,10.0,0.0,0.0,1.0,1.0,18202,18510,21334
0.0,38.0,12.0,0.0,0.0,1.0,0.0,0,0,0
0.0,28.0,12.0,0.0,0.0,1.0,0.0,11865,15178,18649
0.0,27.0,12.0,0.0,0.0,1.0,0.0,14213,20644,21049
0.0,37.0,12.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,48.0,12.0,0.0,0.0,1.0,0.0,0,1404,21477
0.0,16.0,10.0,0.0,0.0,0.0,1.0,0,0,2474
0.0,21.0,11.0,0.0,0.0,0.0,1.0,5067,7118,11526
0.0,22.0,12.0,0.0,0.0,0.0,0.0,6518,11795,20888
0.0,33.0,18.0,0.0,0.0,1.0,0.0,25862,24930,25565
0.0,29.0,18.0,0.0,0.0,1.0,0.0,21601,21887,25565
0.0,20.0,12.0,0.0,0.0,0.0,0.0,1699,8461,22797
0.0,47.0,12.0,0.0,0.0,1.0,0.0,19177,18281,15741
0.0,47.0,8.0,0.0,0.0,1.0,1.0,20369,17031,25565
0.0,27.0,16.0,0.0,0.0,1.0,0.0,24636,25244,25565
0.0,50.0,8.0,0.0,0.0,1.0,1.0,25862,25244,25565
0.0,51.0,12.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,37.0,7.0,0.0,0.0,0.0,1.0,17496,17017,17764
0.0,35.0,12.0,0.0,0.0,1.0,0.0,23899,20155,24502
0.0,41.0,14.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,50.0,16.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,43.0,12.0,1.0,0.0,1.0,0.0,0,0,0
0.0,23.0,14.0,0.0,0.0,0.0,0.0,9836,3830,120
0.0,26.0,10.0,0.0,0.0,0.0,1.0,14048,13073,15445
0.0,48.0,7.0,0.0,0.0,0.0,1.0,7563,10857,13462
0.0,54.0,10.0,0.0,0.0,1.0,1.0,25862,25244,25565
0.0,23.0,12.0,0.0,0.0,0.0,0.0,1019,5973,16744
0.0,53.0,13.0,0.0,0.0,1.0,0.0,10580,17545,6059
0.0,34.0,12.0,0.0,0.0,1.0,0.0,17506,19887,25565
0.0,39.0,13.0,0.0,0.0,1.0,0.0,17673,8773,1645
0.0,36.0,14.0,0.0,0.0,1.0,0.0,0,0,3693
0.0,24.0,12.0,0.0,0.0,1.0,0.0,8002,10226,0
0.0,24.0,15.0,0.0,0.0,0.0,0.0,4540,16154,22055
0.0,25.0,16.0,0.0,0.0,1.0,0.0,20410,21573,25565
0.0,35.0,12.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,37.0,12.0,0.0,0.0,0.0,0.0,49,0,878
0.0,28.0,16.0,0.0,0.0,1.0,0.0,488,0,12522
0.0,27.0,13.0,0.0,0.0,1.0,0.0,18315,14903,5751
0.0,36.0,16.0,0.0,0.0,1.0,0.0,25862,16788,15209
0.0,26.0,12.0,0.0,0.0,1.0,0.0,25862,13451,25565
0.0,36.0,12.0,0.0,0.0,1.0,0.0,25862,25244,25315
0.0,44.0,12.0,1.0,0.0,1.0,0.0,25862,25244,22488
0.0,34.0,16.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,48.0,16.0,0.0,0.0,1.0,0.0,25862,25244,23524
0.0,40.0,11.0,0.0,0.0,1.0,1.0,25394,16489,25565
0.0,47.0,9.0,0.0,0.0,1.0,1.0,25862,25244,25565
0.0,43.0,12.0,0.0,0.0,1.0,0.0,19747,17620,20696
0.0,55.0,8.0,0.0,0.0,1.0,1.0,0,0,0
0.0,51.0,12.0,0.0,0.0,1.0,0.0,0,0,0
0.0,23.0,14.0,0.0,0.0,0.0,0.0,16305,10819,18222
0.0,30.0,12.0,0.0,0.0,1.0,0.0,14665,16177,11284
0.0,52.0,11.0,0.0,0.0,1.0,1.0,3388,829,7903
0.0,38.0,10.0,0.0,0.0,1.0,1.0,20235,14383,13979
0.0,36.0,12.0,0.0,0.0,1.0,0.0,24787,25244,0
0.0,25.0,12.0,0.0,0.0,0.0,0.0,19906,2118,25565
0.0,27.0,8.0,0.0,0.0,1.0,1.0,16869,17502,19391
0.0,27.0,12.0,0.0,0.0,1.0,0.0,161,0,0
0.0,23.0,12.0,0.0,0.0,1.0,0.0,15800,16577,19496
0.0,31.0,13.0,0.0,0.0,1.0,0.0,22265,21881,8281
0.0,29.0,10.0,0.0,0.0,1.0,1.0,20702,20318,25565
0.0,46.0,12.0,0.0,0.0,1.0,0.0,25862,24680,21516
0.0,17.0,11.0,0.0,0.0,0.0,1.0,0,326,2159
0.0,44.0,12.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,34.0,12.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,42.0,12.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,38.0,12.0,0.0,0.0,1.0,0.0,17563,16435,6455
0.0,37.0,14.0,0.0,0.0,1.0,0.0,20964,20768,22166
0.0,21.0,14.0,0.0,0.0,0.0,0.0,3431,1617,15300
0.0,49.0,12.0,0.0,0.0,0.0,0.0,25862,25244,25565
0.0,43.0,9.0,0.0,0.0,0.0,1.0,25821,15758,19568
0.0,43.0,12.0,1.0,0.0,1.0,0.0,17298,0,0
0.0,25.0,17.0,0.0,0.0,1.0,0.0,6493,2179,0
0.0,24.0,12.0,0.0,0.0,1.0,0.0,17586,18322,5816
0.0,32.0,14.0,0.0,0.0,1.0,0.0,18241,17318,15538
0.0,23.0,10.0,0.0,0.0,1.0,1.0,14990,13096,0
0.0,23.0,11.0,0.0,0.0,0.0,1.0,18525,18063,17505
0.0,46.0,9.0,0.0,0.0,0.0,1.0,9416,9025,12593
0.0,31.0,18.0,0.0,0.0,0.0,0.0,25862,25244,10411
0.0,18.0,13.0,1.0,0.0,0.0,0.0,104,59,0
0.0,49.0,9.0,0.0,0.0,1.0,1.0,21779,15839,20735
0.0,29.0,11.0,0.0,0.0,1.0,1.0,4669,0,844
0.0,51.0,14.0,0.0,0.0,1.0,0.0,25862,25244,0
0.0,43.0,14.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,49.0,10.0,0.0,0.0,1.0,1.0,18783,17524,17213
0.0,52.0,12.0,0.0,0.0,1.0,0.0,25862,25244,22305
0.0,21.0,12.0,0.0,0.0,1.0,0.0,5196,1497,11015
0.0,37.0,11.0,0.0,0.0,1.0,1.0,23343,24622,24148
0.0,46.0,11.0,0.0,0.0,1.0,1.0,14753,5299,0
0.0,33.0,10.0,0.0,0.0,1.0,1.0,19383,7084,0
0.0,38.0,14.0,0.0,0.0,0.0,0.0,0,0,0
0.0,34.0,13.0,0.0,0.0,1.0,0.0,0,0,0
0.0,29.0,12.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,55.0,11.0,0.0,0.0,1.0,1.0,19209,12701,0
0.0,31.0,12.0,0.0,0.0,1.0,0.0,13754,16292,13832
0.0,21.0,12.0,0.0,0.0,0.0,0.0,10012,12407,8999
0.0,48.0,8.0,0.0,0.0,1.0,1.0,3664,0,0
0.0,46.0,12.0,0.0,0.0,1.0,0.0,22465,20397,22894
0.0,29.0,16.0,0.0,0.0,1.0,0.0,21599,20279,24468
0.0,24.0,13.0,0.0,0.0,1.0,0.0,4338,8067,14160
0.0,34.0,15.0,1.0,0.0,0.0,0.0,9883,0,0
0.0,22.0,12.0,0.0,0.0,1.0,0.0,11023,9933,9954
0.0,39.0,12.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,31.0,12.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,47.0,12.0,0.0,0.0,1.0,0.0,25862,18601,23053
0.0,27.0,12.0,0.0,0.0,1.0,0.0,11640,11066,603
0.0,40.0,14.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,20.0,12.0,0.0,0.0,0.0,0.0,0,281,17612
0.0,17.0,10.0,0.0,0.0,0.0,1.0,0,206,7291
0.0,36.0,9.0,0.0,0.0,1.0,1.0,18938,17463,15611
0.0,21.0,12.0,0.0,0.0,0.0,0.0,5964,1790,14154
0.0,52.0,12.0,1.0,0.0,1.0,0.0,25862,25244,25565
0.0,41.0,9.0,0.0,0.0,1.0,1.0,18223,16861,20663
0.0,48.0,12.0,0.0,0.0,1.0,0.0,24344,21613,19886
0.0,20.0,12.0,0.0,0.0,0.0,0.0,16342,3160,16435
0.0,29.0,12.0,0.0,0.0,1.0,0.0,14265,13662,15456
0.0,32.0,10.0,0.0,0.0,1.0,1.0,11362,5222,8584
0.0,19.0,12.0,0.0,0.0,1.0,0.0,5986,13279,0
0.0,28.0,7.0,0.0,0.0,1.0,1.0,23354,24411,20975
0.0,35.0,12.0,0.0,0.0,1.0,0.0,2502,13818,18107
0.0,33.0,14.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,54.0,7.0,0.0,0.0,1.0,1.0,9698,10473,7758
0.0,41.0,12.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,44.0,9.0,0.0,0.0,1.0,1.0,25862,18541,16338
0.0,42.0,8.0,0.0,0.0,1.0,1.0,20827,23716,25565
0.0,35.0,12.0,0.0,0.0,1.0,0.0,19405,17939,19500
0.0,30.0,13.0,1.0,0.0,1.0,0.0,25862,25244,24247
0.0,26.0,12.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,17.0,12.0,0.0,0.0,0.0,0.0,682,1051,2172
0.0,31.0,10.0,1.0,0.0,1.0,1.0,5253,9870,8206
0.0,36.0,11.0,0.0,1.0,1.0,1.0,19465,24808,25454
0.0,50.0,10.0,1.0,0.0,1.0,1.0,18204,17810,16580
0.0,38.0,12.0,0.0,1.0,1.0,0.0,0,25244,25565
0.0,21.0,10.0,0.0,1.0,1.0,1.0,16356,18256,12741
0.0,23.0,16.0,0.0,0.0,0.0,0.0,1624,22041,21476
0.0,33.0,12.0,0.0,0.0,1.0,0.0,10225,7747,10037
0.0,22.0,11.0,0.0,0.0,1.0,1.0,16795,17606,20982
0.0,29.0,12.0,0.0,0.0,0.0,0.0,0,5641,0
0.0,54.0,16.0,0.0,0.0,1.0,0.0,25862,13300,0
0.0,39.0,12.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,47.0,5.0,0.0,0.0,1.0,1.0,0,7099,0
0.0,45.0,6.0,0.0,0.0,1.0,1.0,25862,25244,0
0.0,29.0,16.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,42.0,18.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,44.0,12.0,0.0,0.0,1.0,0.0,6348,5378,0
0.0,48.0,12.0,0.0,1.0,1.0,0.0,24211,24581,25565
0.0,25.0,14.0,0.0,0.0,1.0,0.0,10263,0,9369
0.0,34.0,12.0,0.0,0.0,1.0,0.0,25357,23602,25565
0.0,42.0,12.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,51.0,12.0,0.0,0.0,1.0,0.0,25862,25244,22336
0.0,52.0,9.0,0.0,0.0,1.0,1.0,0,0,0
0.0,27.0,14.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,33.0,12.0,0.0,1.0,1.0,0.0,12118,12692,4259
0.0,32.0,16.0,0.0,0.0,1.0,0.0,14060,14099,0
0.0,34.0,10.0,0.0,0.0,1.0,1.0,15374,4166,0
0.0,33.0,12.0,0.0,1.0,1.0,0.0,0,0,5841
0.0,40.0,12.0,0.0,1.0,1.0,0.0,25862,12418,14231
0.0,19.0,12.0,0.0,1.0,0.0,0.0,2055,3459,3326
0.0,22.0,13.0,0.0,0.0,0.0,0.0,19591,25244,727
0.0,53.0,9.0,0.0,0.0,1.0,1.0,3585,10706,0
0.0,28.0,12.0,0.0,0.0,1.0,0.0,21027,21505,20818
0.0,49.0,9.0,0.0,0.0,1.0,1.0,22334,19706,25565
0.0,46.0,13.0,1.0,0.0,1.0,0.0,25862,25244,25565
0.0,50.0,16.0,0.0,0.0,1.0,0.0,13611,25244,25565
0.0,42.0,15.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,51.0,13.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,25.0,11.0,1.0,0.0,1.0,1.0,13125,14511,6147
0.0,44.0,4.0,0.0,1.0,1.0,1.0,5388,8737,8058
0.0,54.0,16.0,0.0,1.0,1.0,0.0,25862,25244,25565
0.0,26.0,10.0,0.0,1.0,0.0,1.0,16624,14887,0
0.0,53.0,14.0,0.0,0.0,0.0,0.0,25862,25244,25565
0.0,32.0,15.0,0.0,1.0,1.0,0.0,0,6413,0
0.0,28.0,12.0,0.0,0.0,0.0,0.0,0,0,0
0.0,32.0,14.0,0.0,0.0,0.0,0.0,11060,12557,17022
0.0,55.0,14.0,0.0,0.0,1.0,0.0,25862,25244,590
0.0,34.0,9.0,1.0,0.0,0.0,1.0,4785,20796,3997
0.0,55.0,5.0,0.0,0.0,1.0,1.0,0,8180,13209
0.0,37.0,12.0,0.0,0.0,0.0,0.0,18364,18580,24019
0.0,48.0,13.0,0.0,1.0,1.0,0.0,25862,24259,24320
0.0,30.0,12.0,0.0,0.0,1.0,0.0,4673,4755,0
0.0,25.0,17.0,0.0,0.0,0.0,0.0,2073,3853,7160
0.0,20.0,13.0,0.0,0.0,0.0,0.0,6861,5093,0
0.0,34.0,13.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,45.0,11.0,0.0,0.0,1.0,1.0,25862,13674,18937
0.0,20.0,12.0,0.0,0.0,0.0,0.0,10176,10772,15055
0.0,25.0,12.0,0.0,0.0,0.0,0.0,14426,10398,14335
0.0,54.0,14.0,0.0,0.0,0.0,0.0,22118,23996,23457
0.0,50.0,11.0,0.0,0.0,1.0,1.0,24824,20505,0
0.0,18.0,11.0,0.0,0.0,0.0,1.0,0,1418,8482
0.0,36.0,16.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,45.0,14.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,40.0,13.0,0.0,0.0,1.0,0.0,25862,25244,16654
0.0,27.0,12.0,0.0,0.0,1.0,0.0,15075,16202,12933
0.0,24.0,16.0,0.0,0.0,1.0,0.0,6801,25244,25565
0.0,31.0,7.0,1.0,0.0,1.0,1.0,17863,19459,15788
0.0,37.0,12.0,1.0,0.0,1.0,0.0,0,4306,6897
0.0,33.0,12.0,1.0,0.0,1.0,0.0,14295,12434,0
0.0,42.0,12.0,0.0,1.0,1.0,0.0,25862,13034,25565
0.0,48.0,10.0,0.0,1.0,1.0,1.0,25862,25244,25565
0.0,27.0,12.0,1.0,0.0,1.0,0.0,17968,15527,19314
0.0,43.0,10.0,0.0,0.0,1.0,1.0,16458,8466,12413
0.0,50.0,9.0,0.0,0.0,1.0,1.0,20931,20580,21077
0.0,46.0,12.0,1.0,0.0,1.0,0.0,22124,19604,20184
0.0,24.0,15.0,0.0,0.0,1.0,0.0,22935,24375,25565
0.0,25.0,12.0,0.0,0.0,1.0,0.0,4933,6279,21990
0.0,34.0,16.0,0.0,0.0,0.0,0.0,25862,25244,25565
0.0,49.0,12.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,24.0,12.0,0.0,0.0,0.0,0.0,21548,22592,13566
0.0,54.0,12.0,0.0,0.0,0.0,0.0,0,0,0
0.0,50.0,8.0,0.0,1.0,0.0,1.0,10327,7399,2867
0.0,47.0,5.0,0.0,0.0,1.0,1.0,25862,17377,17273
0.0,27.0,16.0,0.0,0.0,0.0,0.0,1693,0,0
0.0,24.0,12.0,0.0,0.0,0.0,0.0,12406,12932,11254
0.0,24.0,14.0,0.0,0.0,1.0,0.0,25655,25244,13696
0.0,43.0,12.0,0.0,1.0,1.0,0.0,25862,18738,24263
0.0,20.0,12.0,1.0,0.0,0.0,0.0,0,4435,11910
0.0,36.0,10.0,0.0,1.0,0.0,1.0,9079,12785,2112
