treat,age,educ,black,hispanic,married,nodegree,re74,re75,re78
0.0,17.0,10.0,0.0,1.0,0.0,1.0,1443,1735,6354
0.0,19.0,9.0,1.0,0.0,0.0,1.0,8410,1778,7171
0.0,23.0,11.0,1.0,0.0,0.0,1.0,0,1896,5574
0.0,22.0,12.0,1.0,0.0,0.0,0.0,4380,2004,440
0.0,29.0,12.0,1.0,0.0,0.0,0.0,22859,2080,16970
0.0,22.0,10.0,1.0,0.0,0.0,1.0,0,2175,5344
0.0,29.0,13.0,1.0,0.0,0.0,0.0,718,2266,2725
0.0,19.0,11.0,1.0,0.0,0.0,1.0,721,2446,9772
0.0,17.0,9.0,1.0,0.0,0.0,1.0,0,2595,0
0.0,18.0,10.0,1.0,0.0,0.0,1.0,1717,2682,0
0.0,19.0,12.0,1.0,0.0,0.0,0.0,8417,2814,1721
0.0,20.0,6.0,1.0,0.0,0.0,1.0,6007,2851,0
0.0,33.0,11.0,1.0,0.0,0.0,1.0,10524,2900,18860
0.0,36.0,11.0,0.0,1.0,0.0,1.0,5444,3064,1325
0.0,25.0,11.0,1.0,0.0,0.0,1.0,15210,3073,285
0.0,19.0,11.0,1.0,0.0,0.0,1.0,3504,3286,11196
0.0,23.0,8.0,1.0,0.0,0.0,1.0,7724,3403,0
0.0,17.0,11.0,1.0,0.0,0.0,1.0,4081,3796,0
0.0,43.0,10.0,1.0,0.0,0.0,1.0,2503,4128,7565
0.0,26.0,11.0,1.0,0.0,1.0,1.0,0,4185,0
0.0,27.0,11.0,1.0,0.0,1.0,1.0,0,4492,0
0.0,19.0,11.0,1.0,0.0,0.0,1.0,6337,4503,0
0.0,28.0,11.0,1.0,0.0,1.0,1.0,8593,5394,4975
0.0,28.0,12.0,1.0,0.0,1.0,0.0,10585,5551,12780
0.0,26.0,8.0,1.0,0.0,0.0,1.0,1126,5563,3524
0.0,31.0,12.0,1.0,0.0,0.0,0.0,0,5614,0
0.0,23.0,11.0,1.0,0.0,0.0,1.0,7617,5716,10275
0.0,20.0,12.0,1.0,0.0,0.0,0.0,7182,6005,4780
0.0,28.0,10.0,1.0,0.0,1.0,1.0,8293,6449,16988
0.0,39.0,12.0,1.0,0.0,1.0,0.0,19785,6608,499
0.0,21.0,8.0,1.0,0.0,0.0,1.0,39571,6608,3084
0.0,22.0,11.0,1.0,0.0,0.0,1.0,8810,6974,3709
0.0,20.0,11.0,1.0,0.0,0.0,1.0,8009,7667,7659
0.0,21.0,11.0,0.0,1.0,0.0,1.0,2993,8920,20858
0.0,23.0,12.0,0.0,1.0,0.0,0.0,5722,8961,7078
0.0,29.0,9.0,1.0,0.0,0.0,1.0,9269,9161,0
0.0,28.0,9.0,1.0,0.0,1.0,1.0,10222,9210,1240
0.0,30.0,11.0,1.0,0.0,1.0,1.0,0,9312,3983
0.0,25.0,10.0,1.0,0.0,1.0,1.0,13520,9319,0
0.0,28.0,11.0,1.0,0.0,1.0,1.0,824,10034,0
0.0,22.0,10.0,0.0,0.0,0.0,1.0,27864,10599,7095
0.0,44.0,9.0,1.0,0.0,1.0,1.0,12261,10857,12359
0.0,21.0,9.0,1.0,0.0,0.0,1.0,31886,12357,0
0.0,28.0,11.0,1.0,0.0,0.0,1.0,17491,13371,0
0.0,29.0,9.0,0.0,1.0,0.0,1.0,9594,16341,16900
0.0,25.0,9.0,1.0,0.0,1.0,1.0,24732,16947,7344
0.0,22.0,10.0,0.0,0.0,1.0,1.0,25721,23032,5449
